LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Algonquin, IL",100,20.48,407495,-0.61,75,750,117,0.86,206,11.96,132,29.41
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hoffman Estates, IL",107,40.79,394700,8.14,57,1400,141,1.44,223,18.62,146,23.73
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Park, IL",108,-16.92,367500,-5.77,51,-450,179,-2.72,252,-5.62,177,-4.84
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hoopeston, IL",11,-50,72000,-23.4,38,-1100,22,15.79,35,-2.78,15,-37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Streamwood, IL",112,14.29,321500,5.07,50,-500,144,7.46,208,0,153,28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Des Plaines, IL",112,-7.44,365000,1.39,61,1550,166,-12.17,268,-3.25,157,-6.55
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Quincy, IL",116,-4.92,177500,18.33,51,-200,159,15.22,271,8.84,151,4.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Huntley, IL",116,-5.69,407500,-0.61,71,250,173,15.33,261,-3.33,164,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pekin, IL",120,34.83,125000,0,37,250,99,1.02,168,12.75,137,41.24
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Lawn, IL",124,-12.68,288500,5.87,73,200,185,4.52,328,1.23,174,-2.25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lombard, IL",127,62.82,362000,4.7,46,-450,159,11.97,251,14.61,160,10.34
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Downers Grove, IL",128,9.4,525000,18.91,57,50,168,9.8,261,12.5,175,11.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Riverside, IL",13,-13.33,500000,-19.68,54,-2600,38,15.15,47,-9.62,29,-3.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Metropolis, IL",13,-31.58,126000,117.24,88,100,25,-19.35,57,5.56,18,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bolingbrook, IL",135,12.5,375000,6.84,57,300,197,13.87,305,10.91,198,8.2
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lyons, IL",14,180,286500,-1.21,43,-2600,37,23.33,49,13.95,25,19.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willow Springs, IL",14,-12.5,385000,3.36,76,-850,20,5.26,27,-27.03,19,-9.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Orland Hills, IL",14,55.56,317000,7.09,49,-6150,22,69.23,30,42.86,23,130
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kildeer, IL",14,-22.22,853682,-3.27,101,3000,23,-8,42,10.53,18,-14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Arlington Heights, IL",144,-20.44,490000,7.22,44,-650,248,-2.36,332,-7.78,229,0.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Evanston, IL",145,10.69,437000,-1.8,49,400,246,28.13,345,19.79,234,31.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Champaign, IL",147,-3.92,225000,-0.44,61,1250,256,20.19,405,25.78,218,0.93
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Orland Park, IL",149,7.97,364500,5.27,53,-2100,192,-11.52,325,-11.92,182,-10.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Schiller Park, IL",15,-34.78,315000,15.38,42,-700,31,-6.06,48,-2.04,37,23.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rock Falls, IL",15,-34.78,100000,-22.48,42,-500,28,7.69,42,0,24,-11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lynwood, IL",15,66.67,236500,-22.96,81,800,25,-10.71,50,-18.03,26,-3.7
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Belleville, IL",150,15.38,144834,-9.48,41,-800,199,6.99,356,11.6,206,0.49
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palatine, IL",152,-14.61,325500,-5.65,53,0,214,-4.89,329,-2.08,197,-11.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tinley Park, IL",153,-1.29,327000,0.62,49,-1200,231,3.59,351,-4.1,221,0.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Plainfield, IL",158,12.86,479995,0,94,2300,224,6.16,392,12.32,209,13.59
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Brook, IL",16,0,965000,-41.56,79,-1950,28,-28.21,45,-28.57,20,-9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Villa, IL",16,33.33,422450,-0.01,37,-5600,25,31.58,32,3.23,24,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Schaumburg, IL",167,-8.74,302000,-3.82,53,-750,239,8.14,350,-0.85,236,7.27
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Jerseyville, IL",17,-43.33,149000,11.36,110,7400,23,-28.13,53,0,28,-26.32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Barrington, IL",18,-10,445000,7.88,78,500,28,-12.5,43,-4.44,24,-14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Alton, IL",18,12.5,90000,4.65,50,1400,22,22.22,41,64,28,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wood River, IL",18,-52.63,144667,26.62,32,-300,29,-32.56,43,-27.12,29,-35.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rochelle, IL",18,-10,166500,-9.24,46,700,22,22.22,32,0,23,9.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bloomington, IL",186,11.38,252500,16.09,56,950,243,-3.19,381,8.55,250,6.38
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Johnsburg, IL",19,-5,399000,1.66,54,650,35,0,52,6.12,28,-9.68
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Round Lake Park, IL",19,-20.83,220000,31.74,66,500,31,34.78,55,22.22,34,3.03
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elgin, IL",191,-15.86,315000,-3.08,60,-400,312,6.85,470,-8.56,297,-3.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Decatur, IL",191,-2.05,100500,-6.94,35,500,239,-0.42,426,13.6,253,-2.69
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Marengo, IL",20,-37.5,328975,17.28,50,-1000,25,-32.43,43,-36.76,24,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Dundee, IL",20,42.86,392245,9.72,69,300,27,68.75,44,76,32,77.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harrisburg, IL",21,16.67,90000,25.17,66,-3400,23,21.05,55,41.03,30,36.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sauk Village, IL",21,-38.24,135000,-3.57,64,1450,23,-36.11,66,-7.04,29,-9.38
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Goodings Grove, IL",21,-50,447000,-3.34,67,700,37,-28.85,63,-24.1,37,-24.49
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mahomet, IL",21,-8.7,389900,-7.17,71,-800,51,18.6,81,24.62,31,-6.06
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glenwood, IL",22,37.5,189250,-22.28,99,4500,46,31.43,85,30.77,33,26.92
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Monticello, IL",22,4.76,207950,-7.58,54,250,23,21.05,46,31.43,28,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lincolnshire, IL",22,22.22,656000,13.59,66,-200,35,-16.67,55,0,27,-10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Campton Hills, IL",22,4.76,741000,-7.37,56,1250,34,-5.56,49,-14.04,32,3.23
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Beloit, IL",22,22.22,249500,34.86,16,-850,29,61.11,38,15.15,27,28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Blue Island, IL",23,-20.69,176000,0.57,113,-400,40,29.03,81,12.5,32,-21.95
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Broadview, IL",23,43.75,297500,4.94,67,-2150,20,81.82,38,40.74,26,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Beach Park, IL",23,-4.17,320000,19.63,59,-200,25,-10.71,42,-19.23,31,-3.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mascoutah, IL",24,-17.24,270000,0,51,1050,40,73.91,58,26.09,33,-2.94
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Steger, IL",24,0,168750,0.75,82,1100,39,50,77,28.33,39,39.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hickory Hills, IL",25,0,350000,14.75,46,-2000,48,14.29,67,3.08,35,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rockton, IL",25,31.58,270000,8,7,-100,28,3.7,33,0,27,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Franklin Park, IL",25,8.7,360000,14.29,59,250,34,6.25,55,1.85,34,-10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Norridge, IL",25,-30.56,410000,13.34,55,1250,29,-30.95,48,-21.31,35,-10.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Ridge, IL",26,23.81,249200,8.35,69,1850,37,8.82,71,20.34,44,51.72
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winnetka, IL",26,-21.21,1915000,24.35,32,-2900,53,-11.67,67,-20.24,49,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willowbrook, IL",26,-3.7,337500,12.88,70,600,38,15.15,60,9.09,38,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Taylorville, IL",27,-15.63,144500,43.78,42,-850,38,15.15,68,15.25,31,14.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wauconda, IL",27,28.57,307250,-14.65,42,-2200,60,76.47,77,42.59,46,31.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Worth, IL",27,8,295000,25.53,67,200,38,15.15,63,1.61,40,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Centralia, IL",27,35,102350,-3.71,65,-3250,34,17.24,78,44.44,34,47.83
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Naperville, IL",274,-0.36,583250,-0.3,49,0,466,7.62,656,4.96,406,-1.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Waterloo, IL",28,16.67,352500,-9.92,41,-4600,39,25.81,76,31.03,34,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gages Lake, IL",28,12,337500,14.41,51,-1150,27,-20.59,49,-10.91,34,-10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Springfield, IL",285,-1.04,179950,9.56,15,-300,327,2.19,464,-4.92,309,-5.21
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Effingham, IL",29,81.25,210000,9.76,41,-350,32,6.67,61,12.96,38,26.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"La Grange, IL",29,-21.62,650000,49.43,53,900,53,-1.85,72,0,47,6.82
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crestwood, IL",29,-35.56,180000,-2.44,50,-700,46,-13.21,66,-22.35,37,-32.73
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Justice, IL",29,70.59,319000,4.59,63,-2150,20,-20,46,-6.12,33,22.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Aurora, IL",295,-1.01,320000,1.99,49,200,526,28.29,776,22.01,474,18.8
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chatham, IL",30,-18.92,320750,10.6,25,1850,37,-30.19,55,-20.29,32,-41.82
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Villa Park, IL",30,-14.29,372500,4.93,60,500,45,0,66,-5.71,53,15.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Macomb, IL",30,-9.09,85000,-22.73,80,600,48,-20,100,-9.09,42,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Marion, IL",31,-47.46,158000,8.22,88,2500,54,-33.33,107,-27.21,59,-1.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Homer Glen, IL",31,-50,470000,-8.29,67,-250,50,-34.21,87,-33.59,47,-31.88
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wood Dale, IL",31,29.17,338000,16.55,71,1100,35,0,65,16.07,38,5.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Vernon, IL",31,-13.89,174000,40.89,50,300,47,23.68,94,22.08,45,9.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bradley, IL",31,-24.39,226000,9.98,41,-1200,40,-33.33,72,-25.77,45,-21.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dixon, IL",31,29.17,168000,29.11,48,350,48,17.07,80,26.98,40,17.65
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rockford, IL",312,-20.81,167750,9.64,21,300,443,-3.06,626,-2.8,415,-5.47
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roselle, IL",32,-31.91,383500,9.57,43,-500,45,-13.46,68,-17.07,42,-22.22
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Frankfort, IL",32,-38.46,557500,-9.46,55,-1650,87,35.94,122,0.83,62,-3.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Plano, IL",32,-13.51,269950,-9.72,51,-300,40,29.03,63,16.67,45,15.38
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"The Galena Territory, IL",33,50,292500,-1.02,118,6300,59,63.89,99,12.5,42,10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Streator, IL",33,-10.81,135000,22.73,95,1700,48,33.33,93,9.41,52,23.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Minooka, IL",33,50,379000,13.73,73,1750,49,32.43,87,52.63,53,43.24
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palos Heights, IL",33,3.13,328500,-11.22,54,-3150,58,20.83,84,-8.7,50,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lemont, IL",33,-5.71,535000,24.42,68,400,45,-16.67,81,-6.9,50,-10.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harvey, IL",33,-19.51,115000,-14.81,83,-2300,57,-10.94,140,-6.67,50,-19.35
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Herrin, IL",33,-5.71,115000,13.3,82,300,56,3.7,116,18.37,64,30.61
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mattoon, IL",34,-5.56,127500,-1.92,95,5850,35,-23.91,76,1.33,50,2.04
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shiloh, IL",34,-5.56,366500,3.24,51,-150,50,8.7,76,-1.3,41,-12.77
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Libertyville, IL",34,-19.05,590000,7.58,59,500,59,-22.37,87,-23.01,55,-20.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Manhattan, IL",34,-5.56,381000,11.24,75,1000,60,22.45,94,6.82,51,15.91
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Charleston, IL",34,3.03,165000,40.13,31,500,42,7.69,68,3.03,41,-2.38
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Joliet, IL",340,14.09,315000,6.33,75,1900,510,35.28,857,31.44,492,27.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Peoria, IL",348,4.5,145900,8.88,36,400,390,-10.76,691,-1.14,437,-2.89
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Round Lake, IL",35,2.94,310000,16.98,55,-3400,59,73.53,87,22.54,54,8
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Maryville, IL",35,84.21,345000,-3.5,35,-750,28,33.33,49,25.64,41,78.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Barrington, IL",36,-18.18,575000,34.9,76,-2500,58,9.43,87,-10.31,47,-14.55
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"River Forest, IL",36,24.14,432562,-27.3,69,-50,45,-10,76,2.7,53,20.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morris, IL",36,38.46,312500,34.41,51,1450,38,11.76,71,20.34,42,13.51
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alsip, IL",37,-15.91,259900,3.96,62,550,47,-22.95,85,-14.14,50,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bourbonnais, IL",37,15.63,310000,27.31,52,100,53,-8.62,86,-3.37,46,6.98
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westmont, IL",37,-40.32,400000,14.29,55,-1500,63,34.04,93,2.2,57,-1.72
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Markham, IL",38,15.15,159750,-0.16,77,150,65,-2.99,131,11.97,63,36.96
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Prospect Heights, IL",38,22.58,361500,16.61,66,1100,54,17.39,85,30.77,60,27.66
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Evergreen Park, IL",38,-5,317500,20.95,64,-50,50,-18.03,92,-11.54,56,12
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Zurich, IL",39,39.29,490000,18.64,46,200,68,41.67,94,36.23,68,47.83
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sterling, IL",39,8.33,101000,-13.3,65,1750,42,-12.5,67,-21.18,44,-16.98
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mokena, IL",39,-11.36,440000,2.56,70,1450,64,0,98,2.08,62,-8.82
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Canton, IL",39,8.33,122500,47.59,69,3550,57,7.55,97,19.75,55,19.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dolton, IL",39,-23.53,133000,-11.33,97,2200,78,-16.13,200,1.52,70,-14.63
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wonder Lake, IL",39,-30.36,314990,5,104,-2350,64,23.08,137,3.79,52,-25.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cary, IL",39,-13.33,347000,11.22,56,400,51,-13.56,79,-8.14,49,-9.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shorewood, IL",40,0,396250,9.31,58,-2350,57,3.64,93,1.09,56,-24.32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Warrenville, IL",40,17.65,348750,-1.76,54,1650,55,12.24,81,17.39,45,7.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Matteson, IL",40,-9.09,294950,19.9,109,2900,65,12.07,143,22.22,65,6.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Montgomery, IL",40,29.03,390000,23.03,51,0,60,27.66,93,27.4,47,9.3
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westchester, IL",41,2.5,390000,20.93,55,-350,55,1.85,90,3.45,58,26.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bloomingdale, IL",41,-6.82,368000,4.4,71,2000,61,-10.29,94,-7.84,65,3.17
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Maywood, IL",41,-16.33,310000,24,70,-2200,62,6.9,128,2.4,58,-15.94
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hazel Crest, IL",42,5,187000,7.78,66,-2450,69,-13.75,150,-2.6,58,-13.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Country Club Hills, IL",42,-36.36,201000,4.69,82,-250,92,29.58,174,2.96,66,-29.03
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lisle, IL",42,-12.5,432500,26.09,37,-2400,63,-16,89,-20.54,60,-11.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rolling Meadows, IL",43,-2.27,306500,-10.9,44,100,68,6.25,96,0,60,3.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palos Hills, IL",43,16.22,265000,-1.85,83,2600,64,-4.48,115,5.5,66,10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Darien, IL",43,-23.21,430000,4.62,57,750,71,0,98,-1.01,70,-7.89
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fairview Heights, IL",44,-22.81,205000,-8.75,38,100,56,-5.08,119,33.71,63,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crest Hill, IL",44,-20,260500,5.47,79,1400,50,-15.25,90,-5.26,57,-10.94
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ottawa, IL",45,-19.64,240000,33.33,56,1300,77,-7.23,148,12.12,66,-20.48
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carol Stream, IL",46,-37.84,370000,5.71,49,800,94,0,138,0,82,-18
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fox Lake, IL",46,-4.17,216500,-14.09,65,550,58,-3.33,99,-9.17,50,-18.03
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago, IL",4601,-9.34,390000,5.41,62,-400,7675,-6.55,12559,-9.38,7069,0.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Park Forest, IL",47,-20.34,158000,6.43,100,550,94,-25.4,212,-15.87,91,-11.65
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Homewood, IL",48,-12.73,225500,-9.8,76,-1150,84,18.31,180,31.39,88,-1.12
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grayslake, IL",48,4.35,339950,-6.22,50,250,84,35.48,116,23.4,67,15.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Jacksonville, IL",49,48.48,141900,26.7,38,-400,48,4.35,75,8.7,51,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Belvidere, IL",49,-12.5,256000,25.49,17,-800,66,13.79,101,16.09,74,5.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Deerfield, IL",49,22.5,782500,11.79,50,-650,83,69.39,110,39.24,75,70.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Addison, IL",49,22.5,380500,9.42,49,-550,74,0,114,9.62,76,20.63
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kenilworth, IL",5,-37.5,2350000,30.37,20,-2400,20,0,25,0,13,-7.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Forest Park, IL",51,34.21,310000,4.64,45,-2000,65,0,97,-8.49,56,-13.85
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Galesburg, IL",51,-34.62,107000,13.23,59,900,77,-8.33,128,-9.86,77,-12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Godfrey, IL",52,1.96,220875,7.74,55,1550,50,19.05,90,25,59,3.51
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hampshire, IL",52,-16.13,366990,-0.53,83,-4200,70,45.83,116,16,73,30.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carpentersville, IL",53,-11.67,280000,3.42,55,700,70,-10.26,107,-8.55,74,-8.64
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Forest, IL",53,26.19,1280000,11.06,66,400,91,3.41,138,-6.76,79,2.6
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morton Grove, IL",54,-3.57,452500,18.77,52,-1050,78,18.18,132,10,87,42.62
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Danville, IL",54,8,87500,-5.15,34,-2000,67,-6.94,117,0.86,70,1.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Machesney Park, IL",54,5.88,225000,15.58,15,-800,47,-4.08,70,0,49,-12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Zion, IL",54,8,250750,-2.05,65,1100,72,9.09,121,5.22,77,20.31
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lincoln, IL",55,1.85,123000,16.59,15,550,53,-25.35,80,-17.53,51,-15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kankakee, IL",57,-16.18,135000,-10.89,89,3450,85,7.59,160,3.9,79,-3.66
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pingree Grove, IL",57,-19.72,389990,13.53,84,3100,69,1.47,129,-11.64,70,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake in the Hills, IL",57,-8.06,365000,11.62,52,-1100,75,-11.76,125,0,79,-11.24
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elmwood Park, IL",57,0,360000,24.14,66,700,91,2.25,151,0.67,81,-5.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cahokia Heights, IL",58,-6.45,104667,23.62,33,-500,111,98.21,180,85.57,71,12.7
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Holland, IL",58,-12.12,229000,-0.65,100,1200,90,-4.26,215,6.44,88,-10.2
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"DeKalb, IL",58,-6.45,249000,4.51,53,500,75,10.29,123,11.82,80,12.68
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glendale Heights, IL",58,0,287500,2.22,60,50,81,9.46,129,14.16,84,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wilmette, IL",59,-28.05,950000,-4.76,36,-650,106,-10.92,135,-18.67,104,-6.31
